Suburb,Rooms,Type,Price,Method,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,CouncilArea,Regionname,Propertycount
Balwyn North,3,t,1050000,PI,9.7,3,3,2,200,,Boroondara City Council,Southern Metropolitan,7809
Balwyn North,3,h,1275000,VB,9.7,3,2,2,226,127,Boroondara City Council,Southern Metropolitan,7809
Bayswater,3,t,640000,S,23.2,3,2,1,187,125,Knox City Council,Eastern Metropolitan,5030
Bayswater North,3,u,500000,PI,23.2,3,1,2,263,,Maroondah City Council,Eastern Metropolitan,3598
Bayswater North,4,h,825000,SP,23.2,,,,,,Maroondah City Council,Eastern Metropolitan,3598
Beaumaris,2,u,800000,VB,17.3,,,,,,Bayside City Council,Southern Metropolitan,5366
Beaumaris,4,h,1221000,PI,17.3,4,2,3,554,,Bayside City Council,Southern Metropolitan,5366
Beaumaris,4,h,1800000,S,17.3,,,,,,Bayside City Council,Southern Metropolitan,5366
Beaumaris,4,h,1823000,S,17.3,4,2,3,728,,Bayside City Council,Southern Metropolitan,5366
Beaumaris,6,h,2000000,S,17.3,6,3,4,836,,Bayside City Council,Southern Metropolitan,5366
Bentleigh,3,h,1365000,S,11.4,3,1,1,776,,Glen Eira City Council,Southern Metropolitan,6795
Bentleigh,3,h,1045000,SP,11.4,3,1,1,401,114,Glen Eira City Council,Southern Metropolitan,6795
Bentleigh East,5,h,1220000,S,13.8,5,2,2,611,188,Glen Eira City Council,Southern Metropolitan,10969
Berwick,4,h,627500,SP,35.2,4,2,2,687,,Casey City Council,Eastern Victoria,17093
Blackburn,3,u,1095000,S,13.4,,,,,,Whitehorse City Council,Eastern Metropolitan,5713
Blackburn South,3,h,1020000,S,13.4,,,,,,Whitehorse City Council,Eastern Metropolitan,4387
Boronia,3,h,642000,S,25,3,2,2,968,,Knox City Council,Eastern Metropolitan,9704
Briar Hill,3,h,840000,S,16.1,3,1,2,509,120,Banyule City Council,Eastern Metropolitan,1390
Brighton,3,h,2650000,S,10.5,3,2,2,645,219,Bayside City Council,Southern Metropolitan,10579
Brighton,1,u,380000,VB,10.5,1,1,1,1993,46,Bayside City Council,Southern Metropolitan,10579
Brighton,5,h,3250000,SP,10.5,5,3,2,835,,Bayside City Council,Southern Metropolitan,10579
Brighton East,4,t,1731000,SP,10.3,4,3,2,345,239,Bayside City Council,Southern Metropolitan,6938
Broadmeadows,3,t,465000,S,14,3,2,3,248,123.21,Hume City Council,Northern Metropolitan,4294
Broadmeadows,3,h,518500,S,14,3,1,0,576,110,Hume City Council,Northern Metropolitan,4294
Brooklyn,3,u,665000,S,6.4,,,,,,Brimbank City Council,Western Metropolitan,962
Brunswick,2,u,692000,S,5.2,2,1,1,0,,Moreland City Council,Northern Metropolitan,11918
Brunswick East,2,h,1305000,S,4,2,1,0,315,,Moreland City Council,Northern Metropolitan,5533
Brunswick West,3,h,1100000,S,5.2,3,1,1,322,,Moreland City Council,Northern Metropolitan,7082
Brunswick West,2,h,573000,S,5.2,2,1,1,0,,Moreland City Council,Northern Metropolitan,7082
Bulleen,3,h,1060000,S,10.8,3,1,2,631,,Manningham City Council,Eastern Metropolitan,4480
Bundoora,3,h,805000,S,12.1,3,1,2,669,,Banyule City Council,Northern Metropolitan,10175
Bundoora,3,h,682000,S,12.1,3,1,1,583,,Banyule City Council,Northern Metropolitan,10175
Bundoora,3,t,510000,S,12.1,,,,,,Banyule City Council,Northern Metropolitan,10175
Burnside Heights,3,h,535000,S,14.8,3,2,2,472,230,Melton City Council,Western Metropolitan,1686
Burwood East,4,h,1088000,PI,14.7,4,1,1,536,140.7481,Whitehorse City Council,Eastern Metropolitan,4048
Burwood East,3,h,1180000,S,14.7,3,1,1,563,,Whitehorse City Council,Eastern Metropolitan,4048
Cairnlea,3,h,630000,PI,14.8,3,2,2,397,145,Brimbank City Council,Western Metropolitan,2674
Camberwell,2,u,677000,S,7.7,2,1,1,131,76,Boroondara City Council,Southern Metropolitan,8920
Camberwell,2,u,670000,VB,7.7,2,1,1,0,,Boroondara City Council,Southern Metropolitan,8920
Camberwell,3,t,1320000,PI,7.7,3,2,2,227,223,Boroondara City Council,Southern Metropolitan,8920
Canterbury,2,u,816000,S,8.4,2,2,1,8140,86.5,Boroondara City Council,Southern Metropolitan,3265
Carlton,1,u,350000,VB,1.6,1,1,1,0,30.6,Melbourne City Council,Northern Metropolitan,6786
Carlton,2,u,620000,S,1.6,2,2,1,0,,Melbourne City Council,Northern Metropolitan,6786
Carlton,3,h,1760000,S,1.6,3,2,2,151,,Melbourne City Council,Northern Metropolitan,6786
Carnegie,1,u,300000,PI,10.1,,,,,,Glen Eira City Council,Southern Metropolitan,7822
Caroline Springs,3,h,545000,SP,14.8,3,2,2,301,,Melton City Council,Western Metropolitan,7719
Caulfield South,4,h,1800000,VB,8.7,,,,,,Glen Eira City Council,Southern Metropolitan,5051
Caulfield South,2,u,1091500,S,8.7,2,2,1,225,,Glen Eira City Council,Southern Metropolitan,5051
Cheltenham,5,h,1140000,S,17.9,5,2,2,570,,Bayside City Council,Southern Metropolitan,9758
Cheltenham,3,t,950000,S,17.9,3,3,2,160,149,Bayside City Council,Southern Metropolitan,9758
Cheltenham,2,h,1171000,S,17.9,,,,,,Bayside City Council,Southern Metropolitan,9758
Cheltenham,2,u,425000,S,17.9,2,1,1,0,,Bayside City Council,Southern Metropolitan,9758
Cheltenham,3,h,1116000,S,17.9,3,1,2,610,,Bayside City Council,Southern Metropolitan,9758
Clifton Hill,3,u,1030000,S,3.6,3,2,2,538,,Yarra City Council,Northern Metropolitan,2954
Clyde North,4,h,689000,SP,43.4,,,,,,Casey City Council,Eastern Victoria,2987
Coburg,2,h,900000,VB,6.7,2,1,1,350,100,Darebin City Council,Northern Metropolitan,11204
Coburg,2,u,620000,S,6.7,,,,,,Darebin City Council,Northern Metropolitan,11204
Coburg,4,h,922000,SP,6.7,4,2,2,463,80,Darebin City Council,Northern Metropolitan,11204
Coburg,3,h,1077000,S,6.7,3,1,2,512,,Darebin City Council,Northern Metropolitan,11204
Coburg North,4,h,800000,SA,6.7,,,,,,Darebin City Council,Northern Metropolitan,3445
Coburg North,3,h,805000,PI,6.7,3,2,2,296,,Darebin City Council,Northern Metropolitan,3445
Craigieburn,4,h,665000,PI,20.6,4,2,2,756,236,Hume City Council,Northern Metropolitan,15510
Craigieburn,4,h,607000,S,20.6,,,,,,Hume City Council,Northern Metropolitan,15510
Craigieburn,3,h,515500,S,20.6,3,1,4,651,117,Hume City Council,Northern Metropolitan,15510
Craigieburn,4,h,509500,S,20.6,,,,,,Hume City Council,Northern Metropolitan,15510
Craigieburn,3,h,660000,S,20.6,3,2,3,618,225.5,Hume City Council,Northern Metropolitan,15510
Cranbourne,5,h,572000,S,34.7,5,2,1,581,,Casey City Council,South-Eastern Metropolitan,7680
Croydon,4,h,932000,S,23,4,2,2,880,225,Maroondah City Council,Eastern Metropolitan,11925
Croydon,2,u,566100,S,23,,,,,,Maroondah City Council,Eastern Metropolitan,11925
Croydon,2,h,570000,SP,23,2,1,1,312,110,Maroondah City Council,Eastern Metropolitan,11925
Croydon,4,h,875000,S,23,4,2,2,244,,Maroondah City Council,Eastern Metropolitan,11925
Croydon North,4,h,810000,SA,23,,,,,,Maroondah City Council,Eastern Metropolitan,2985
Dandenong,3,h,585000,S,24.7,,,,,,Greater Dandenong City Council,South-Eastern Metropolitan,10894
Dandenong,2,u,348000,S,24.7,2,1,0,156,,Greater Dandenong City Council,South-Eastern Metropolitan,10894
Dandenong North,3,h,627000,S,24.7,3,1,1,610,120,Greater Dandenong City Council,South-Eastern Metropolitan,8322
Dandenong North,3,h,760000,SP,24.7,3,1,2,751,,Greater Dandenong City Council,South-Eastern Metropolitan,8322
Diamond Creek,2,h,621000,S,21.8,2,1,0,610,61,Nillumbik Shire Council,Northern Victoria,4258
Dingley Village,2,u,612000,S,22.2,2,1,1,197,,Kingston City Council,South-Eastern Metropolitan,3940
Doncaster,3,t,840000,SP,12.4,3,2,2,0,,Manningham City Council,Eastern Metropolitan,9028
Doncaster,3,t,945000,S,12.4,,,,,,Manningham City Council,Eastern Metropolitan,9028
Doncaster East,6,h,1856000,SP,14.3,6,3,3,1056,322,Manningham City Council,Eastern Metropolitan,10999
Donvale,7,h,2705000,S,16.1,7,2,4,5022,409.54,Manningham City Council,Eastern Metropolitan,4790
Donvale,3,t,818000,S,16.1,,,,,,Manningham City Council,Eastern Metropolitan,4790
Donvale,3,h,852000,PI,16.1,,,,,,Manningham City Council,Eastern Metropolitan,4790
Doreen,3,h,530500,S,25.9,3,2,2,400,179,Nillumbik Shire Council,Northern Victoria,7254
Edithvale,3,h,1092000,S,27,,,,,,Kingston City Council,South-Eastern Metropolitan,2546
Eltham,3,h,975000,S,18,3,1,0,841,,Banyule City Council,Eastern Metropolitan,6990
Eltham,3,h,805000,S,18,3,2,0,848,127,Banyule City Council,Eastern Metropolitan,6990
Eltham North,4,h,770000,S,18,,,,,,Banyule City Council,Eastern Metropolitan,2346
Elwood,1,u,425000,S,7.2,,,,,,Port Phillip City Council,Southern Metropolitan,8989
Epping,4,h,940000,SP,19.6,4,3,2,508,364,Whittlesea City Council,Northern Metropolitan,10926
Epping,2,u,437000,S,19.6,2,1,2,351,109,Whittlesea City Council,Northern Metropolitan,10926
Epping,5,h,660000,S,19.6,5,3,2,708,,Whittlesea City Council,Northern Metropolitan,10926
Essendon,3,h,1325000,S,7.5,3,2,2,441,,Moonee Valley City Council,Western Metropolitan,9264
Essendon,1,u,310000,S,7.5,1,1,1,0,,Moonee Valley City Council,Western Metropolitan,9264
Essendon,3,t,864000,S,7.5,3,1,2,177,3,Moonee Valley City Council,Western Metropolitan,9264
Essendon,1,u,291000,S,7.5,1,1,1,0,47,Moonee Valley City Council,Western Metropolitan,9264
Essendon West,3,h,750000,VB,7.5,3,1,1,236,114,Moonee Valley City Council,Western Metropolitan,588
Essendon West,5,h,2200000,VB,7.5,5,3,2,607,291,Moonee Valley City Council,Western Metropolitan,588
Eumemmerring,3,h,515000,S,28.8,,,,,,Casey City Council,South-Eastern Metropolitan,845
Eumemmerring,3,h,580000,S,28.8,,,,,,Casey City Council,South-Eastern Metropolitan,845
Fairfield,3,h,1550000,S,5.7,3,2,0,478,,Darebin City Council,Northern Metropolitan,2970
Fawkner,2,h,672000,S,13.1,,,,,,Hume City Council,Northern Metropolitan,5070
Fawkner,3,h,720000,S,13.1,3,1,2,603,,Hume City Council,Northern Metropolitan,5070
Ferntree Gully,2,u,414000,S,24.8,,,,,,Knox City Council,Eastern Metropolitan,10788
Fitzroy North,2,h,1350000,VB,3.6,2,1,1,184,79,Moreland City Council,Northern Metropolitan,6244
Fitzroy North,3,h,1852000,S,3.6,3,2,1,138,125,Moreland City Council,Northern Metropolitan,6244
Fitzroy North,2,h,1100000,S,3.6,2,1,0,139,,Moreland City Council,Northern Metropolitan,6244
Footscray,3,t,815000,S,5.1,,,,,,Maribyrnong City Council,Western Metropolitan,7570
Footscray,1,u,170000,PI,5.1,1,1,0,30,26,Maribyrnong City Council,Western Metropolitan,7570
Forest Hill,4,h,1372000,S,15.4,4,1,2,866,,Whitehorse City Council,Eastern Metropolitan,4385
Forest Hill,3,t,850500,S,15.4,3,2,2,353,,Whitehorse City Council,Eastern Metropolitan,4385
Frankston,2,u,400000,S,38,,,,,,Frankston City Council,South-Eastern Metropolitan,17055
Frankston,3,h,640000,S,38,3,2,1,368,,Frankston City Council,South-Eastern Metropolitan,17055
Frankston North,3,h,611000,S,36.9,3,2,1,691,109,Frankston City Council,Eastern Victoria,2500
Frankston South,3,h,755000,S,38,3,1,2,786,174,Frankston City Council,South-Eastern Metropolitan,7566
Gisborne,4,h,521000,SP,45.9,4,2,2,978,144,Macedon Ranges Shire Council,Northern Victoria,3376
Gladstone Park,3,h,625000,S,12.9,3,1,2,544,,Hume City Council,Western Metropolitan,3285
Gladstone Park,3,h,650000,SP,12.9,,,,,,Hume City Council,Western Metropolitan,3285
Glen Iris,4,h,1910000,S,7.3,4,2,3,737,,Boroondara City Council,Southern Metropolitan,10412
Glen Iris,3,t,1900000,VB,7.3,,,,,,Boroondara City Council,Southern Metropolitan,10412
Glen Iris,2,u,500000,PI,7.3,2,1,1,0,76,Boroondara City Council,Southern Metropolitan,10412
Glen Iris,2,u,523000,S,7.3,2,1,1,0,,Boroondara City Council,Southern Metropolitan,10412
Glen Waverley,4,h,1250000,S,16.7,,,,,,Monash City Council,Eastern Metropolitan,15321
Glenroy,2,t,460000,S,11.2,,,,,,Moreland City Council,Northern Metropolitan,8870
Glenroy,3,t,600000,SA,11.2,,,,,,Moreland City Council,Northern Metropolitan,8870
Glenroy,3,t,595000,S,11.2,,,,,,Moreland City Council,Northern Metropolitan,8870
Glenroy,3,t,525000,S,11.2,3,1,1,194,133,Moreland City Council,Northern Metropolitan,8870
Glenroy,3,h,847000,SP,11.2,3,1,2,650,,Moreland City Council,Northern Metropolitan,8870
Greensborough,6,h,990000,S,16.1,6,3,2,562,,Banyule City Council,Northern Metropolitan,8524
Greensborough,3,h,645000,S,16.1,,,,,,Banyule City Council,Northern Metropolitan,8524
Greensborough,3,t,880000,VB,16.1,,,,,,Banyule City Council,Northern Metropolitan,8524
Greensborough,2,u,695000,S,16.1,2,2,1,208,107,Banyule City Council,Northern Metropolitan,8524
Greenvale,3,h,630000,SP,20.4,,,,,,Hume City Council,Northern Metropolitan,4864
Hadfield,2,u,500000,S,11.2,2,1,2,304,,Moreland City Council,Northern Metropolitan,2606
Hallam,3,h,662500,S,32.3,3,2,2,649,,Casey City Council,South-Eastern Metropolitan,3728
Hampton,3,u,1210000,SP,13.8,3,2,2,9838,152,Bayside City Council,Southern Metropolitan,5454
Hampton,3,t,1910000,PI,13.8,,,,,,Bayside City Council,Southern Metropolitan,5454
Hampton East,3,h,1140000,S,13.8,3,1,2,1469,204,Bayside City Council,Southern Metropolitan,2356
Hawthorn,1,u,395000,S,5.3,1,1,1,910,,Boroondara City Council,Southern Metropolitan,11308
Hawthorn,3,u,1000000,S,5.3,3,1,1,1079,90,Boroondara City Council,Southern Metropolitan,11308
Hawthorn,2,u,450000,S,5.3,2,1,1,2338,,Boroondara City Council,Southern Metropolitan,11308
Hawthorn,4,h,2900000,S,5.3,4,1,3,636,156,Boroondara City Council,Southern Metropolitan,11308
Hawthorn,2,u,820000,S,5.3,,,,,,Boroondara City Council,Southern Metropolitan,11308
Hawthorn,2,u,450000,PI,5.3,2,1,1,1540,71,Boroondara City Council,Southern Metropolitan,11308
Healesville,3,h,650000,SP,45.2,3,2,4,724,156.6,Yarra Ranges Shire Council,Northern Victoria,3307
Heidelberg Heights,3,h,790000,S,8.8,3,2,1,458,,Banyule City Council,Eastern Metropolitan,2947
Heidelberg Heights,2,h,780000,VB,8.8,2,1,1,588,,Banyule City Council,Eastern Metropolitan,2947
Heidelberg West,3,h,726500,S,8.8,3,1,0,593,95,Banyule City Council,Eastern Metropolitan,2674
Heidelberg West,3,h,710000,S,8.8,3,1,1,577,,Banyule City Council,Eastern Metropolitan,2674
Highett,2,u,645000,S,16,2,1,1,105,64,Bayside City Council,Southern Metropolitan,4794
Hillside,5,h,650500,SP,18,5,2,2,615,213,Brimbank City Council,Western Metropolitan,5556
Hoppers Crossing,3,h,471000,S,18.4,,,,,,Wyndham City Council,Western Metropolitan,13830
Hoppers Crossing,3,h,683000,S,18.4,,,,,,Wyndham City Council,Western Metropolitan,13830
Hoppers Crossing,3,h,440000,S,18.4,,,,,,Wyndham City Council,Western Metropolitan,13830
Huntingdale,3,h,750000,S,12.3,3,2,2,321,87,Monash City Council,Southern Metropolitan,768
Jacana,4,h,650000,PI,14,4,1,1,692,181,Hume City Council,Northern Metropolitan,851
Jacana,2,t,390000,S,14,2,1,1,165,89,Hume City Council,Northern Metropolitan,851
Keilor Downs,3,h,506000,S,15.5,,,,,,Brimbank City Council,Western Metropolitan,3656
Keilor Downs,3,h,810000,S,15.5,3,2,2,766,,Brimbank City Council,Western Metropolitan,3656
Keilor Downs,3,h,735000,SP,15.5,3,2,2,749,180,Brimbank City Council,Western Metropolitan,3656
Keilor Downs,3,h,595000,SP,15.5,,,,,,Brimbank City Council,Western Metropolitan,3656
Keilor Downs,3,h,605000,S,15.5,,,,,,Brimbank City Council,Western Metropolitan,3656
Keilor East,2,t,520000,VB,11.7,2,2,2,62,62,Brimbank City Council,Western Metropolitan,5629
Keilor Lodge,4,h,640000,PI,15.5,4,2,1,729,,Brimbank City Council,Western Metropolitan,570
Kensington,3,t,967000,S,3.4,3,2,2,0,120,Melbourne City Council,Northern Metropolitan,5263
Kensington,2,h,850000,VB,3.4,2,1,0,133,,Melbourne City Council,Northern Metropolitan,5263
Kensington,1,t,500000,VB,3.4,1,1,0,142,,Melbourne City Council,Northern Metropolitan,5263
Kensington,2,u,535000,SP,3.4,2,1,1,0,70,Melbourne City Council,Northern Metropolitan,5263
Kew,2,h,758000,S,5.4,2,1,2,901,,Boroondara City Council,Southern Metropolitan,10331
Kew,3,h,975000,PI,5.4,,,,,,Boroondara City Council,Southern Metropolitan,10331
Kew East,2,u,862000,S,7.3,2,1,1,1011,72,Boroondara City Council,Southern Metropolitan,2671
Keysborough,4,h,965000,S,25.2,4,2,2,576,,Greater Dandenong City Council,South-Eastern Metropolitan,8459
Keysborough,4,h,761000,S,25.2,4,1,2,680,170,Greater Dandenong City Council,South-Eastern Metropolitan,8459
Kings Park,3,h,520000,PI,14,3,1,2,570,,Brimbank City Council,Western Metropolitan,2878
Kings Park,3,h,530000,SP,14,3,1,1,532,112,Brimbank City Council,Western Metropolitan,2878
Kingsville,3,h,1020000,S,6.4,3,1,0,281,,Maribyrnong City Council,Western Metropolitan,1808
Kingsville,1,u,210000,PI,6.4,1,1,1,0,,Maribyrnong City Council,Western Metropolitan,1808
Lalor,4,h,750000,S,16.3,4,2,4,544,205,Whittlesea City Council,Northern Metropolitan,8279
Lalor,3,h,635000,S,16.3,3,1,4,536,,Whittlesea City Council,Northern Metropolitan,8279
Lalor,2,u,410000,S,16.3,2,1,1,143,,Whittlesea City Council,Northern Metropolitan,8279
Lalor,5,h,675000,SP,16.3,5,2,2,750,,Whittlesea City Council,Northern Metropolitan,8279
Lower Plenty,5,h,880000,S,14.6,5,2,2,725,,Banyule City Council,Eastern Metropolitan,1624
Lynbrook,3,h,597500,S,33.8,,,,,,Casey City Council,South-Eastern Metropolitan,2322
MacLeod,3,u,640000,S,12.7,,,,,,Banyule City Council,Northern Metropolitan,4168
Maidstone,1,u,280000,VB,6.4,1,1,1,3826,55,Maribyrnong City Council,Western Metropolitan,3873
Maidstone,2,t,520000,S,6.4,2,1,1,126,,Maribyrnong City Council,Western Metropolitan,3873
Maidstone,3,t,895000,S,6.4,3,2,2,262,153,Maribyrnong City Council,Western Metropolitan,3873
Maidstone,3,t,660000,PI,6.4,,,,,,Maribyrnong City Council,Western Metropolitan,3873
Malvern East,3,h,2110000,S,8.4,3,1,2,627,,Stonnington City Council,Southern Metropolitan,8801
Maribyrnong,3,h,1050000,PI,4.3,3,2,1,563,,Maribyrnong City Council,Western Metropolitan,4918
Melton,4,h,320000,SP,31.7,4,2,1,547,200,Melton City Council,Western Victoria,3600
Melton,3,h,480000,SP,31.7,3,1,2,900,100,Melton City Council,Western Victoria,3600
Melton South,3,h,365000,S,29.8,,,,,,Melton City Council,Western Victoria,4718
Mentone,2,t,705000,S,20,,,,,,Kingston City Council,South-Eastern Metropolitan,6162
Mernda,4,h,670000,S,25.9,4,2,2,512,221,Whittlesea City Council,Northern Metropolitan,5812
Mernda,4,h,520500,S,25.9,4,2,2,482,,Whittlesea City Council,Northern Metropolitan,5812
Mill Park,2,u,460000,S,17.9,2,1,1,241,88,Whittlesea City Council,Northern Metropolitan,10529
Mill Park,3,h,610000,S,17.9,3,1,1,560,,Whittlesea City Council,Northern Metropolitan,10529
Mitcham,3,h,950000,S,17.2,3,1,2,608,138,Whitehorse City Council,Eastern Metropolitan,6871
Mitcham,3,t,715000,S,17.2,,,,,,Whitehorse City Council,Eastern Metropolitan,6871
Mitcham,3,t,970000,VB,17.2,3,2,1,263,146,Whitehorse City Council,Eastern Metropolitan,6871
Mont Albert,5,h,2200000,SP,10.2,5,2,4,819,,Boroondara City Council,Eastern Metropolitan,2079
Mont Albert,4,h,2320000,S,10.2,4,2,5,728,,Boroondara City Council,Eastern Metropolitan,2079
Mont Albert,4,h,2752000,S,10.2,,,,,,Boroondara City Council,Eastern Metropolitan,2079
Montmorency,3,h,655000,S,16.2,3,2,3,382,128,Banyule City Council,Eastern Metropolitan,3891
Montmorency,3,h,960000,PI,16.2,3,1,1,1285,,Banyule City Council,Eastern Metropolitan,3891
Moonee Ponds,4,h,1810000,S,6.2,4,2,2,431,,Moonee Valley City Council,Western Metropolitan,6232
Moonee Ponds,2,h,1020000,S,6.2,2,1,1,269,,Moonee Valley City Council,Western Metropolitan,6232
Moonee Ponds,2,h,1250000,S,6.2,2,1,1,450,,Moonee Valley City Council,Western Metropolitan,6232
Moorabbin,3,h,1175000,PI,14.3,3,2,6,650,,Kingston City Council,Southern Metropolitan,2555
Mordialloc,4,h,800000,PI,21.5,4,3,3,638,,Kingston City Council,South-Eastern Metropolitan,3650
Mordialloc,4,h,1225000,S,21.5,4,2,2,893,,Kingston City Council,South-Eastern Metropolitan,3650
Mount Waverley,6,h,1200000,PI,14.2,,,,,,Monash City Council,Eastern Metropolitan,13366
Mount Waverley,3,h,1205000,S,14.2,3,2,2,402,143,Monash City Council,Eastern Metropolitan,13366
Mount Waverley,4,h,1720000,S,14.2,4,2,3,741,,Monash City Council,Eastern Metropolitan,13366
Mount Waverley,5,h,1600000,S,14.2,5,3,3,728,,Monash City Council,Eastern Metropolitan,13366
Mount Waverley,3,h,944000,S,14.2,3,1,1,446,,Monash City Council,Eastern Metropolitan,13366
Mount Waverley,3,h,1385000,S,14.2,3,1,2,807,167,Monash City Council,Eastern Metropolitan,13366
Mount Waverley,3,h,1280000,S,14.2,,,,,,Monash City Council,Eastern Metropolitan,13366
Mount Waverley,3,h,2000000,VB,14.2,3,1,2,1028,181,Monash City Council,Eastern Metropolitan,13366
Narre Warren,3,h,650000,SP,34.1,3,1,4,1042,,Casey City Council,South-Eastern Metropolitan,9376
Narre Warren,3,h,655000,SP,34.1,3,2,2,731,,Casey City Council,South-Eastern Metropolitan,9376
